"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5705","0","107.8","37.7","-1.8","118","0.0"
"","Haryana","6647","0","123.2","56.7","2.2","333","0.1"
"","Rajasthan","10931","501","214.7","75.7","-3.5","755","1.3"
"","Delhi","3716","0","65.5","52.7","-0.5","235","0.0"
"","UP","14292","470","291.6","86.5","0.6","545","0.9"
"","Uttarakhand","1999","0","35.9","24.4","-1.2","114","0.0"
"","HP","1510","0","27.3","21.5","1.0","192","0.0"
"","J&K","2107","527","46.0","39.7","1.3","161","10.9"
"","Chandigarh","207","0","3.4","3.5","-0.1","21","0.0"
"WR","Chhattisgarh","3404","0","72.5","6.9","-1.0","144","0.0"
"","Gujarat","14261","0","310.0","84.4","3.0","471","0.0"
"","MP","12278","0","229.7","149.8","-2.1","434","0.0"
"","Maharashtra","20097","0","406.8","121.4","-1.1","384","0.0"
"","Goa","451","0","9.0","8.6","-0.1","19","0.0"
"","DD","315","0","7.1","6.8","0.3","55","0.0"
"","DNH","757","0","17.6","16.8","0.9","68","0.0"
"","Essar steel","358","0","6.9","6.7","0.2","129","0.0"
"SR","Andhra Pradesh","7840","0","161.4","53.9","2.6","444","0.0"
"","Telangana","8283","0","165.2","75.6","-1.9","296","0.0"
"","Karnataka","9675","0","201.4","86.8","1.8","462","0.0"
"","Kerala","3458","0","65.5","53.2","0.9","205","0.0"
"","Tamil Nadu","13666","0","289.6","139.7","4.1","492","0.0"
"","Pondy","319","0","6.2","6.9","-0.6","16","0.0"
"ER","Bihar","3824","0","65.0","58.9","-0.6","250","0.0"
"","DVC","2991","0","68.5","-33.1","0.7","220","0.0"
"","Jharkhand","1074","0","23.7","13.8","-0.7","145","0.0"
"","Odisha","4228","0","76.8","37.0","2.7","300","0.0"
"","West Bengal","5420","0","89.2","6.3","0.8","320","0.0"
"","Sikkim","103","0","1.7","1.5","0.1","21","0.0"
"NER","Arunachal Pradesh","119","2","2.0","1.9","0.2","31","0.0"
"","Assam","1407","11","22.8","18.3","0.3","173","0.4"
"","Manipur","169","6","2.7","3.1","-0.4","21","0.0"
"","Meghalaya","285","11","6.2","4.0","-0.3","16","0.0"
"","Mizoram","88","5","1.8","1.1","-0.1","20","0.0"
"","Nagaland","132","3","2.1","1.9","-0.1","60","0.0"
"","Tripura","211","1","3.6","3.6","0.3","59","0.0"
