"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7953","0","164.6","105.0","-0.2","228"
"","Haryana","6926","0","142.3","98.6","-0.8","519"
"","Rajasthan","6453","123","144.8","52.4","-0.5","290"
"","Delhi","4488","0","93.0","71.9","-3.2","173"
"","UP","11015","2050","232.6","115.4","-0.4","421"
"","Uttarakhand","1508","225","32.6","20.2","0.7","135"
"","HP","1128","0","23.3","1.4","-1.5","36"
"","J&K","1555","100","27.7","16.7","-2.8","209"
"","Chandigarh","273","0","5.4","6.1","-0.6","13"
"WR","Chhattisgarh","2663","6","65.3","29.0","2.0","330"
"","Gujarat","9044","37","200.2","25.0","-1.1","285"
"","MP","5545","4","112.0","39.5","-0.9","101"
"","Maharashtra","14304","70","315.9","88.9","1.7","735"
"","Goa","381","0","7.3","6.3","0.7","71"
"","DD","265","0","6.2","5.5","0.8","69"
"","DNH","612","0","14.4","13.2","1.2","78"
"","Essar steel","501","1","10.7","10.8","-0.2","0"
"SR","Andhra Pradesh","9582","1500","223.9","90.4","3.2","263"
"","Karnataka","7314","600","147.1","19.5","1.3","164"
"","Kerala","2690","0","47.5","28.9","0.9","173"
"","Tamil Nadu","11231","598","249.2","81.8","-1.0","235"
"","Pondy","304","0","6.2","7.2","-0.9","8"
"ER","Bihar","2133","300","38.9","43.6","-4.7","120"
"","DVC","2650","0","58.4","-24.2","0.4","200"
"","Jharkhand","882","0","18.5","13.3","-1.9","20"
"","Odisha","3283","0","69.7","15.2","5.8","680"
"","West Bengal","6699","11","139.0","40.2","7.1","400"
"","Sikkim","85","0","1.1","0.8","0.3","36"
"NER","Arunachal Pradesh","98","2","1.3","2.2","-1.0","14"
"","Assam","1080","182","21.9","15.8","1.0","214"
"","Manipur","108","2","1.4","2.6","-1.2","5"
"","Meghalaya","250","6","4.4","0.8","-0.6","17"
"","Mizoram","53","2","1.0","1.3","-0.2","1"
"","Nagaland","96","4","1.5","1.5","-0.3","14"
"","Tripura","175","51","3.4","1.8","-0.1","35"
