"","NR","WR","SR","ER","NER","All India"
"Coal","477","1196","594","452","8","2727"
"Lignite","17","18","61","0","0","95"
"Hydro","142","31","62","33","4","272"
"Nuclear","28","30","35","0","0","93"
"Gas, Naptha & Diesel","18","41","17","0","27","102"
"RES (Wind, Solar, Biomass & Others)","61","57","171","1","0","290"
"Total","743","1373","939","486","39","3580"
