"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","407","1031","394","351","7","2190"
"Hydro","354","35","186","114","26","715"
"Nuclear","27","27","19","0","0","74"
"Gas, Naptha & Diesel","19","30","23","0","16","88"
"RES (Wind, Solar, Biomass & Others)","56","100","233","0","0","389"
"Total","864","1224","855","466","48","3457"
