"Share of RES in total generation (%)","6.53","8.14","27.21","0.10","0.06","11.26"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","50.65","13.27","51.23","24.60","53.78","34.09"
