"","NR","WR","SR","ER","NER","All India"
"Coal","458","1209","577","435","8","2688"
"Lignite","25","17","45","0","0","87"
"Hydro","139","22","60","36","3","260"
"Nuclear","29","31","32","0","0","91"
"Gas, Naptha & Diesel","23","40","17","0","29","110"
"RES (Wind, Solar, Biomass & Others)","67","78","162","1","0","308"
"Total","741","1398","893","471","41","3544"
