"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7386","0","157.7","89.6","0.2","93"
"","Haryana","6071","0","124.9","65.8","1.6","377"
"","Rajasthan","6718","0","137.5","75.1","-6.0","93"
"","Delhi","4111","0","83.8","67.1","-1.5","164"
"","UP","10551","2460","217.6","102.7","-3.3","311"
"","Uttarakhand","1636","0","31.4","14.6","-0.6","102"
"","HP","1151","0","22.9","6.9","0.3","234"
"","J&K","1595","100","29.7","16.9","-0.8","180"
"","Chandigarh","233","0","4.5","4.8","-0.3","19"
"WR","Chhattisgarh","2674","68","57.9","12.1","1.7","311"
"","Gujarat","9931","33","209.9","38.2","1.2","290"
"","MP","5952","4","119.5","55.3","-3.3","211"
"","Maharashtra","15833","309","334.9","105.0","-0.3","430"
"","Goa","407","0","7.9","6.8","0.7","41"
"","DD","228","0","4.8","5.0","-0.2","21"
"","DNH","618","0","14.3","14.3","0.1","34"
"","Essar steel","285","0","6.0","6.3","-0.3","51"
"SR","Andhra Pradesh","10455","0","237.7","84.6","1.4","299"
"","Karnataka","7661","300","155.5","13.3","-0.2","183"
"","Kerala","3130","176","57.3","14.9","1.3","329"
"","Tamil Nadu","11550","667","258.3","64.0","0.4","194"
"","Pondy","280","55","5.9","5.5","0.4","50"
"ER","Bihar","2230","0","45.7","46.6","-0.9","50"
"","DVC","2550","0","56.4","-23.8","2.2","265"
"","Jharkhand","929","0","19.3","14.4","-0.7","29"
"","Odisha","3763","0","70.5","19.1","0.7","250"
"","West Bengal","6702","0","118.7","26.1","5.2","420"
"","Sikkim","87","0","1.2","1.8","-0.6","8"
"NER","Arunachal Pradesh","92","1","1.3","1.2","0.1","38"
"","Assam","1145","165","23.1","13.1","4.8","281"
"","Manipur","107","3","1.3","1.8","-0.5","24"
"","Meghalaya","252","13","4.2","1.5","0.0","50"
"","Mizoram","54","4","1.0","1.0","-0.2","10"
"","Nagaland","92","3","1.3","1.1","0.0","21"
"","Tripura","202","20","2.9","0.9","0.5","55"
