"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8706","0","200.3","124.8","-0.2","187"
"","Haryana","6646","0","139.6","123.2","-0.9","177"
"","Rajasthan","7181","0","149.4","57.2","-2.1","102"
"","Delhi","4673","0","84.2","76.0","-4.9","55"
"","UP","12102","3530","276.1","146.0","0.3","350"
"","Uttarakhand","1565","0","33.1","15.4","1.5","438"
"","HP","1074","0","21.7","-1.6","-0.3","65"
"","J&K","1855","464","35.7","21.4","-0.5","237"
"","Chandigarh","248","0","4.9","5.6","-0.8","0"
"WR","Chhattisgarh","3377","96","78.0","29.2","-0.3","345"
"","Gujarat","10834","27","247.3","57.9","-0.9","468"
"","MP","5879","0","126.9","64.4","-2.8","294"
"","Maharashtra","14909","28","335.4","90.9","5.9","569"
"","Goa","317","0","6.9","6.5","-0.2","0"
"","DD","269","0","4.2","4.3","-0.1","1"
"","DNH","646","0","12.5","12.5","0.0","102"
"","Essar steel","456","0","6.8","5.7","1.1","159"
"SR","Andhra Pradesh","6293","0","144.0","26.0","1.0","702"
"","Telangana","5990","0","136.7","91.8","-1.2","268"
"","Karnataka","7116","1000","159.8","29.6","6.1","645"
"","Kerala","3132","0","58.8","35.2","2.1","300"
"","Tamil Nadu","11895","0","272.4","100.0","4.0","442"
"","Pondy","271","0","5.8","6.0","-0.1","32"
"ER","Bihar","2950","0","65.0","63.3","-0.4","285"
"","DVC","2496","0","59.8","-15.8","0.7","325"
"","Jharkhand","1095","0","24.8","11.2","0.9","85"
"","Odisha","3925","0","73.7","24.3","0.8","365"
"","West Bengal","6681","0","132.9","49.7","1.1","445"
"","Sikkim","74","0","1.7","1.6","0.1","30"
"NER","Arunachal Pradesh","62","7","1.6","1.9","-0.4","12"
"","Assam","1230","114","24.8","18.2","1.7","216"
"","Manipur","136","5","2.3","2.3","0.0","41"
"","Meghalaya","290","1","4.4","2.4","-1.0","121"
"","Mizoram","75","3","1.2","1.4","-0.2","9"
"","Nagaland","103","4","1.8","1.9","-0.2","14"
"","Tripura","245","0","3.1","1.6","-0.5","89"
