"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.30","1.41","9.49","11.22","69.69","19.19"
"SR GRID","0.00","0.30","1.41","9.49","11.22","69.69","B. Frequency Profile (%)19.19"
