"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.13","6.49","6.62","66.30","27.08"
"SR GRID","0.00","0.00","0.13","6.49","6.62","66.30","B. Frequency Profile (%)27.08"
