"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","239.5","-235.6","96.5","-97.3","-2.8","0.4"
"Actual(MU)","234.6","-236.5","89.9","-87.2","-2.5","-1.7"
"O/D/U/D(MU)","-4.9","-1.0","-6.6","10.1","0.3","-2.1"
