"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4553","0","88.4","27.0","-0.9","180","0.0"
"","Haryana","5966","200","103.2","48.7","-0.2","196","0.0"
"","Rajasthan","10535","0","190.9","72.9","-0.8","205","0.0"
"","Delhi","3509","0","60.8","45.8","-1.3","111","0.0"
"","UP","13480","250","267.1","80.5","0.2","415","0.8"
"","Uttarakhand","1886","0","33.9","19.2","-0.3","220","0.0"
"","HP","1496","0","26.2","21.0","0.0","106","0.1"
"","J&K","1789","447","36.4","36.0","-4.0","192","8.5"
"","Chandigarh","187","0","3.3","3.4","-0.1","7","0.0"
"WR","Chhattisgarh","3274","0","72.2","3.4","0.6","296","0.0"
"","Gujarat","14080","0","295.9","77.6","1.4","400","0.0"
"","MP","11799","0","229.4","141.4","-1.8","359","0.2"
"","Maharashtra","20121","0","413.5","133.6","0.0","556","0.0"
"","Goa","442","0","9.2","8.3","0.2","61","0.0"
"","DD","319","0","7.0","6.3","0.7","81","0.0"
"","DNH","747","0","17.3","16.5","0.8","89","0.0"
"","Essar steel","487","0","10.0","10.2","-0.2","177","0.0"
"SR","Andhra Pradesh","7710","0","159.3","69.1","5.2","678","0.0"
"","Telangana","7813","0","154.5","62.7","-0.4","416","0.0"
"","Karnataka","9155","0","198.7","86.3","4.4","520","0.0"
"","Kerala","3520","0","66.9","47.0","1.0","195","0.0"
"","Tamil Nadu","13012","0","283.3","140.7","11.2","567","0.0"
"","Pondy","336","0","6.6","7.0","-0.4","25","0.0"
"ER","Bihar","3804","0","63.2","58.5","-1.5","350","0.0"
"","DVC","3110","0","65.6","-35.5","-1.1","300","0.0"
"","Jharkhand","1220","0","23.4","13.5","-0.6","150","0.0"
"","Odisha","3790","0","66.9","26.3","3.1","400","0.0"
"","West Bengal","6298","0","103.9","20.6","2.5","380","0.0"
"","Sikkim","101","0","1.4","1.7","-0.2","22","0.0"
"NER","Arunachal Pradesh","117","7","2.3","1.9","0.4","12","0.0"
"","Assam","1419","35","23.2","16.7","1.6","115","0.4"
"","Manipur","158","7","2.4","2.7","-0.4","22","0.0"
"","Meghalaya","299","0","5.3","3.1","-0.3","26","0.0"
"","Mizoram","92","4","1.5","1.3","0.1","17","0.1"
"","Nagaland","112","7","2.3","1.6","0.2","31","0.1"
"","Tripura","218","3","3.2","1.6","0.2","46","0.1"
