"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5430","0","103.3","30.9","-0.4","213","0.0"
"","Haryana","6431","0","117.2","59.4","1.7","232","0.1"
"","Rajasthan","10997","0","204.3","68.9","1.8","448","0.5"
"","Delhi","3394","0","62.3","47.3","0.2","222","0.0"
"","UP","12239","0","264.4","88.5","0.0","195","1.1"
"","Uttarakhand","1860","0","34.8","18.7","0.0","118","0.0"
"","HP","1485","0","26.3","20.2","0.5","164","0.1"
"","J&K","2071","518","43.2","38.1","0.4","116","10.2"
"","Chandigarh","184","0","3.2","3.4","-0.2","21","0.0"
"WR","Chhattisgarh","3047","162","67.6","4.4","2.3","322","1.1"
"","Gujarat","14371","10","307.2","92.2","3.8","560","0.0"
"","MP","9374","0","234.9","161.2","-1.5","659","0.0"
"","Maharashtra","20811","0","424.1","156.9","1.2","368","0.0"
"","Goa","404","0","9.5","9.4","-0.4","73","0.0"
"","DD","313","0","7.0","6.4","0.6","65","0.0"
"","DNH","739","0","16.8","16.3","0.5","72","0.0"
"","Essar steel","510","0","10.6","10.8","-0.1","161","0.0"
"SR","Andhra Pradesh","7303","0","156.8","53.7","2.3","436","0.0"
"","Telangana","6930","0","142.2","53.2","-5.9","420","0.0"
"","Karnataka","9156","0","196.3","90.9","3.4","402","0.0"
"","Kerala","3015","0","62.2","53.3","0.2","162","0.0"
"","Tamil Nadu","12234","0","240.0","128.3","-3.1","433","0.0"
"","Pondy","348","0","6.1","6.8","-0.6","38","0.0"
"ER","Bihar","3629","0","59.3","54.6","-1.3","200","0.0"
"","DVC","2831","0","67.2","-36.6","-0.6","175","0.0"
"","Jharkhand","1055","0","23.8","13.9","-0.6","50","0.0"
"","Odisha","3629","0","67.8","25.5","4.0","220","0.0"
"","West Bengal","6004","0","99.0","18.7","3.0","250","0.0"
"","Sikkim","101","0","1.5","1.6","-0.1","8","0.0"
"NER","Arunachal Pradesh","117","3","1.9","1.7","0.2","3","0.0"
"","Assam","1430","31","22.9","17.9","1.2","68","0.7"
"","Manipur","175","1","2.4","2.5","-0.2","20","0.0"
"","Meghalaya","327","0","6.0","3.0","0.0","74","0.0"
"","Mizoram","86","2","1.4","1.0","0.3","21","0.0"
"","Nagaland","98","2","1.9","1.5","-0.1","18","0.0"
"","Tripura","209","0","3.2","1.6","0.2","7","0.0"
