"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8394","1200","180.2","117.3","-1.3","150"
"","Haryana","7853","0","175.5","110.7","-4.4","98"
"","Rajasthan","7065","0","155.4","60.9","-4.1","101"
"","Delhi","5181","124","108.6","86.4","-7.0","120"
"","UP","10897","2545","226.9","115.7","-0.8","385"
"","Uttarakhand","1552","195","34.4","21.4","0.7","107"
"","HP","1190","0","24.0","-0.2","0.7","116"
"","J&K","1435","100","30.2","16.2","0.2","165"
"","Chandigarh","310","0","6.1","5.9","0.2","39"
"WR","Chhattisgarh","2756","148","65.3","27.7","2.8","387"
"","Gujarat","8985","141","194.8","32.5","-1.6","398"
"","MP","5480","19","107.7","42.5","-1.9","358"
"","Maharashtra","14064","133","313.3","100.8","2.7","454"
"","Goa","365","15","7.9","9.2","-1.6","43"
"","DD","266","1","6.2","5.7","0.5","40"
"","DNH","612","2","14.2","11.3","2.9","45"
"","Essar steel","409","8","8.5","8.2","0.4","0.0"
"SR","Andhra Pradesh","9972","2000","223.0","81.0","2.7","329"
"","Karnataka","7100","800","150.0","16.1","1.2","244"
"","Kerala","2918","0","53.0","27.6","2.3","225"
"","Tamil Nadu","11556","587","261.8","76.8","0.9","507"
"","Pondy","319","0","6.5","7.1","-0.5","26"
"ER","Bihar","1934","0","42.2","42.5","-0.3","40"
"","DVC","2504","0","59.0","-17.0","-0.8","100"
"","Jharkhand","958","0","20.1","13.7","0.0","120"
"","Odisha","3423","150","69.9","15.4","2.4","280"
"","West Bengal","6996","14","136.2","34.9","5.0","300"
"","Sikkim","87","0","1.2","1.1","0.1","21"
"NER","Arunachal Pradesh","95","7","1.3","1.7","-0.4","15"
"","Assam","1082","195","21.6","14.0","2.6","201"
"","Manipur","100","4","1.5","2.2","-0.6","6"
"","Meghalaya","260","5","4.9","-0.1","0.1","105"
"","Mizoram","54","3","1.0","1.2","-0.2","0"
"","Nagaland","95","2","1.4","1.1","-0.1","24"
"","Tripura","190","31","3.2","1.6","-0.1","42"
