"","NR","WR","SR","ER","NER"
"Schedule(MU)","101.2","-112.4","55.2","-44.9","2.4"
"Actual(MU)","101.8","-119.6","61.2","-45.2","1.4"
"O/D/U/D(MU)","0.6","-7.2","6.0","-0.3","-1.0"
