"","NR","WR","SR","ER","NER"
"Schedule(MU)","114.0","-81.6","50.8","-85.3","2.7"
"Actual(MU)","92.0","-72.0","51.0","-71.1","4.5"
"O/D/U/D(MU)","-22.0","9.6","0.2","14.2","1.8"
