"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.0","4.3","1.0","96.4","2.6"
"SR GRID","0.0","0.0","0.0","0.9","0.0","90.7","9.3"
