"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4091","0","80.0","44.6","1.7","211"
"","Haryana","4566","0","88.8","37.7","1.0","346"
"","Rajasthan","8138","0","165.0","73.4","-5.2","179"
"","Delhi","2851","0","53.8","40.0","-0.5","386"
"","UP","8809","2030","194.2","77.0","-3.6","242"
"","Uttarakhand","1416","75","28.2","19.6","-0.5","85"
"","HP","1126","0","21.5","13.3","0.7","101"
"","J&K","1822","100","36.9","28.7","1.1","158"
"","Chandigarh","160","0","2.9","2.8","0.1","16"
"WR","Chhattisgarh","2613","9","55.3","10.2","0.0","368"
"","Gujarat","9862","54","217.3","36.7","-2.0","419"
"","MP","8642","0","182.0","118.8","-3.4","232"
"","Maharashtra","15669","345","339.7","118.2","6.9","1028"
"","Goa","430","0","7.1","7.2","-0.9","45"
"","DD","228","0","5.6","5.5","0.1","11"
"","DNH","614","0","14.6","14.0","0.6","35"
"","Essar steel","286","0","5.5","5.1","0.4","51"
"SR","Andhra Pradesh","10008","0","228.1","81.5","2.3","219"
"","Karnataka","7913","400","161.1","25.3","1.1","392"
"","Kerala","3045","150","55.8","32.1","0.8","218"
"","Tamil Nadu","10272","1201","230.7","75.7","2.5","417"
"","Pondy","264","0","5.4","6.4","-1.1","15"
"ER","Bihar","2169","150","43.4","37.8","3.4","230"
"","DVC","2665","0","55.3","-20.3","0.1","450"
"","Jharkhand","1010","0","20.9","13.0","-0.5","60"
"","Odisha","3184","0","61.8","9.4","-1.0","170"
"","West Bengal","5669","0","96.2","12.5","3.4","400"
"","Sikkim","87","0","1.4","1.3","0.1","8"
"NER","Arunachal Pradesh","106","7","1.2","1.2","0.0","63"
"","Assam","1075","14","19.1","11.9","2.3","159"
"","Manipur","102","6","1.5","2.0","-0.5","22"
"","Meghalaya","243","3","3.9","3.2","-1.1","43"
"","Mizoram","58","6","1.2","1.0","-0.1","20"
"","Nagaland","91","6","1.5","1.3","0.0","25"
"","Tripura","174","28","3.3","0.4","1.2","51"
