"","NR","WR","SR","ER","NER","All India"
"Coal","566","996","405","404","8","2378"
"Lignite","16","4","35","0","0","55"
"Hydro","362","98","94","136","16","706"
"Nuclear","27","31","56","0","0","114"
"Gas, Naptha & Diesel","37","46","16","0","15","113"
"RES (Wind, Solar, Biomass & Others)","40","72","232","2","0","346"
"Total","1047","1246","839","542","38","3712"
