"","NR","WR","SR","ER","NER"
"Schedule(MU)","119.1","-89.7","43.4","-81.3","5.5"
"Actual(MU)","107.1","-89.4","43.0","-66.9","9.4"
"O/D/U/D(MU)","-12.0","0.3","-0.4","14.4","3.9"
