"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","39368","43079","32575","16631","2178","133831"
"Peak Shortage (MW)","2370","171","800","318","84","3743"
"Energy Met (MU)","853","978","750","334","37","2952"
"Hydro Gen(MU)","121","23","47","19","9","218"
"Wind Gen(MU)","5","26","8","----------","----------","39"
