"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4832","0","92.1","45.5","0.1","250"
"","Haryana","6204","0","106.7","56.9","0.3","272"
"","Rajasthan","9746","0","209.7","73.4","2.5","296"
"","Delhi","3169","0","58.4","43.8","0.0","236"
"","UP","10509","1845","219.8","107.8","0.6","372"
"","Uttarakhand","1790","150","32.4","24.4","1.3","148"
"","HP","1271","0","23.9","18.6","0.3","126"
"","J&K","1909","477","40.9","34.5","0.7","106"
"","Chandigarh","183","0","3.4","3.4","0.3","24"
"WR","Chhattisgarh","3130","96","67.6","21.6","0.0","174"
"","Gujarat","12681","0","266.4","69.3","-2.8","577"
"","MP","10305","0","219.6","135.1","-3.6","165"
"","Maharashtra","19123","18","402.1","107.1","1.0","624"
"","Goa","426","0","8.5","8.6","-0.6","-17"
"","DD","289","0","6.3","6.3","0.0","12"
"","DNH","667","0","15.3","15.4","-0.1","0"
"","Essar steel","274","0","4.9","4.9","0.0","140"
"SR","Andhra Pradesh","5250","0","113.1","16.1","0.9","190"
"","Telangana","5497","0","125.5","81.0","1.5","190"
"","Karnataka","7186","800","152.8","32.3","0.9","920"
"","Kerala","3374","100","62.2","45.8","1.6","238"
"","Tamil Nadu","11146","0","212.7","94.9","2.0","512"
"","Pondy","279","0","5.3","5.7","-0.4","27"
"ER","Bihar","3356","100","65.0","61.2","1.5","150"
"","DVC","2489","0","56.1","-9.7","-0.9","160"
"","Jharkhand","1078","0","23.2","11.3","-0.5","0"
"","Odisha","3976","0","69.4","26.4","1.0","450"
"","West Bengal","6738","0","121.5","22.7","0.8","200"
"","Sikkim","100","0","1.6","1.1","0.5","30"
"NER","Arunachal Pradesh","100","2","1.9","1.5","0.4","40"
"","Assam","1267","20","21.0","14.4","1.5","145"
"","Manipur","158","0","2.3","2.5","-0.2","49"
"","Meghalaya","306","2","5.4","4.0","0.1","31"
"","Mizoram","82","0","1.3","1.2","0.1","30"
"","Nagaland","112","3","1.8","1.5","0.2","38"
"","Tripura","223","1","3.2","-0.5","1.7","62"
