"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5098","0","90.1","28.8","0.3","177"
"","Haryana","5311","752","107.4","60.5","1.0","294"
"","Rajasthan","9380","0","197.6","65.5","0.6","428"
"","Delhi","3812","7","67.4","48.8","0.1","196"
"","UP","10107","1425","229.1","89.1","-2.9","361"
"","Uttarakhand","1735","40","32.7","21.6","3.0","273"
"","HP","1339","0","25.6","20.8","0.2","103"
"","J&K","1906","100","37.8","31.7","0.4","299"
"","Chandigarh","221","0","3.7","3.1","0.5","62"
"WR","Chhattisgarh","2969","17","65.0","15.4","1.2","392"
"","Gujarat","10990","31","244.3","35.8","1.7","377"
"","MP","8921","33","178.9","92.1","-2.9","357"
"","Maharashtra","17514","681","366.3","110.8","5.5","485"
"","Goa","401","2","7.9","7.0","0.2","47"
"","DD","247","1","5.8","5.8","0.1","50"
"","DNH","641","3","15.2","14.4","0.8","62"
"","Essar steel","356","1","8.0","7.9","0.0","29"
"SR","Andhra Pradesh","11934","300","261.0","92.9","4.8","610"
"","Karnataka","8846","400","182.4","22.0","0.9","448"
"","Kerala","3307","150","59.6","25.6","2.3","230"
"","Tamil Nadu","12313","683","254.6","80.5","-0.4","419"
"","Pondy","316","0","5.9","6.6","-0.7","39"
"ER","Bihar","2064","200","39.5","35.6","1.4","100"
"","DVC","2704","0","60.0","-22.6","-0.6","230"
"","Jharkhand","1119","0","22.0","11.0","-0.9","100"
"","Odisha","3638","0","66.7","5.1","4.0","390"
"","West Bengal","6365","0","105.7","21.6","5.5","350"
"","Sikkim","100","0","1.9","1.2","0.7","20"
"NER","Arunachal Pradesh","114","1","1.6","1.2","0.4","39"
"","Assam","895","261","19.1","12.3","2.3","155"
"","Manipur","104","1","1.6","1.7","-0.1","3"
"","Meghalaya","298","2","5.1","3.8","-0.1","56"
"","Mizoram","79","2","1.0","1.1","-0.3","41"
"","Nagaland","105","2","1.6","1.5","-0.1","19"
"","Tripura","197","0","2.7","1.2","-1.0","15"
