"","NR","WR","SR","ER","NER"
"Schedule(MU)","122.0","-100.5","29.4","-56.5","5.5"
"Actual(MU)","109.8","-105.1","31.1","-51.0","6.3"
"O/D/U/D(MU)","-12.2","-4.6","1.7","5.5","0.8"
