"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.23","6.69","6.92","68.03","25.05"
"SR GRID","0.00","0.00","0.23","6.69","6.92","68.03","25.05"
