"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","3.6","13.6","3.6","93.9","2.5"
"SR GRID","0.0","0.0","1.3","2.3","1.3","94.9","3.8"
