"","NR","WR","SR","ER","NER"
"Schedule(MU)","127.8","-104.6","39.7","-70.1","6.2"
"Actual(MU)","97.7","-97.7","40.0","-52.9","9.2"
"O/D/U/D(MU)","-30.1","6.9","0.3","17.2","3.0"
