"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.00","3.30","3.30","54.39","42.31"
"SR GRID","0.00","0.00","0.00","3.30","3.30","54.39","B. Frequency Profile (%)42.31"
