"","NR","WR","SR","ER","NER","All India"
"Coal","477","1329","570","481","12","2869"
"Lignite","25","17","50","0","0","92"
"Hydro","143","42","89","35","5","314"
"Nuclear","21","37","41","0","0","99"
"Gas, Naptha & Diesel","37","63","16","0","14","129"
"RES (Wind, Solar, Biomass & Others)","84","54","186","2","0","326"
"Total","786","1541","953","518","32","3829"
