"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4237","0","83.3","46.6","2.3","240"
"","Haryana","5181","0","98.0","41.9","1.2","304"
"","Rajasthan","8368","0","174.9","76.7","-3.8","161"
"","Delhi","3120","0","57.6","43.5","-0.5","380"
"","UP","9196","1580","203.6","74.2","0.0","406"
"","Uttarakhand","1586","75","31.3","18.6","1.3","149"
"","HP","1245","0","22.6","14.1","0.9","138"
"","J&K","1725","100","35.2","28.2","-0.9","218"
"","Chandigarh","181","0","3.2","3.0","0.2","24"
"WR","Chhattisgarh","2856","9","55.5","7.7","-1.2","226"
"","Gujarat","10742","4","231.9","48.3","2.1","470"
"","MP","8729","6","186.1","120.8","-4.8","333"
"","Maharashtra","17444","382","366.0","115.4","6.1","614"
"","Goa","402","0","7.9","7.3","-0.1","62"
"","DD","234","0","5.7","5.7","0.0","21"
"","DNH","633","0","14.9","14.5","0.5","42"
"","Essar steel","202","0","4.1","4.0","0.1","51"
"SR","Andhra Pradesh","10417","0","234.6","87.7","3.6","331"
"","Karnataka","7975","450","172.6","25.2","2.4","311"
"","Kerala","3133","150","58.8","31.4","1.8","200"
"","Tamil Nadu","10466","1653","232.3","75.0","1.6","420"
"","Pondy","283","0","5.8","6.4","-0.6","-3"
"ER","Bihar","1987","0","37.7","37.6","0.1","250"
"","DVC","2445","300","54.6","-21.2","-0.1","380"
"","Jharkhand","909","62","19.4","13.4","-0.6","105"
"","Odisha","3381","0","61.6","6.5","-1.1","305"
"","West Bengal","5969","0","100.2","16.5","3.4","285"
"","Sikkim","102","0","1.5","1.3","0.2","25"
"NER","Arunachal Pradesh","108","5","1.4","1.2","0.2","60"
"","Assam","1040","109","18.0","12.4","0.6","108"
"","Manipur","109","6","1.5","1.7","-0.2","35"
"","Meghalaya","265","10","4.8","2.8","0.0","55"
"","Mizoram","60","4","1.0","1.0","-0.2","13"
"","Nagaland","94","3","1.3","1.2","-0.1","32"
"","Tripura","170","38","3.1","0.3","0.6","70"
