"","NR","WR","SR","ER","NER"
"Schedule(MU)","101.9","-71.4","40.8","-77.5","9.3"
"Actual(MU)","99.1","-69.5","39.8","-72.7","6.7"
"O/D/U/D(MU)","-2.8","1.8","-1.0","4.8","-2.6"
