"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4490","0","84.3","48.2","0.3","161"
"","Haryana","5346","152","93.5","59.7","-1.2","224"
"","Rajasthan","6774","28","137.1","45.2","-0.4","501"
"","Delhi","3245","0","65.7","52.9","-2.2","156"
"","UP","10372","1470","222.5","98.6","-3.5","155"
"","Uttarakhand","1452","155","30.7","21.1","0.8","120"
"","HP","1170","0","23.5","12.1","0.3","106"
"","J&K","2128","100","32.1","21.5","-0.9","569"
"","Chandigarh","182","0","3.4","3.3","0.1","27"
"WR","Chhattisgarh","3165","58","74.0","17.9","-1.8","251"
"","Gujarat","12810","21","286.0","58.8","0.0","391"
"","MP","6422","18","134.7","74.1","-1.2","352"
"","Maharashtra","18762","143","398.9","124.3","6.5","539"
"","Goa","409","101","8.8","7.7","0.7","76"
"","DD","283","1","6.3","6.3","0.1","22"
"","DNH","663","2","15.3","15.4","-0.1","8"
"","Essar steel","429","1","9.2","9.3","-0.1","29"
"SR","Andhra Pradesh","11584","1000","266.4","99.4","3.9","561"
"","Karnataka","8159","300","169.8","26.8","1.6","259"
"","Kerala","3275","0","63.3","27.0","0.7","222"
"","Tamil Nadu","12371","716","278.7","101.8","-0.9","384"
"","Pondy","339","0","7.1","7.3","-0.2","25"
"ER","Bihar","2447","0","47.8","48.5","-3.3","230"
"","DVC","2541","0","57.7","-16.2","-0.6","170"
"","Jharkhand","937","0","18.7","10.7","1.4","180"
"","Odisha","3803","0","75.4","20.2","-1.5","220"
"","West Bengal","7197","0","147.3","46.2","-3.8","205"
"","Sikkim","114","0","1.4","1.6","-0.1","30"
"NER","Arunachal Pradesh","95","5","1.5","1.0","0.5","44"
"","Assam","1045","223","18.9","10.6","4.0","214"
"","Manipur","95","15","1.6","1.2","0.4","46"
"","Meghalaya","239","11","4.0","3.1","0.2","53"
"","Mizoram","78","2","1.0","0.9","-0.1","24"
"","Nagaland","92","3","1.6","1.3","0.0","38"
"","Tripura","234","1","2.8","0.4","0.2","112"
