"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","4.48","12.48","28.34","45.30","47.13","7.57"
"SR GRID","0.00","5.97","14.86","28.54","49.38","43.26","B. Frequency Profile (%)7.36"
