"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9506","225","216.7","126.7","-0.4","100"
"","Haryana","8114","0","182.0","114.0","-1.5","178"
"","Rajasthan","9303","0","207.4","57.8","1.1","317"
"","Delhi","5578","0","114.4","86.3","-3.4","77"
"","UP","11569","2365","262.4","124.8","1.4","635"
"","Uttarakhand","1657","75","36.4","14.5","-0.7","98"
"","HP","1224","100","25.9","1.8","0.0","107"
"","J&K","1585","0","32.1","17.5","-0.2","176"
"","Chandigarh","357","0","6.7","5.8","1.0","90"
"WR","Chhattisgarh","2894","115","71.9","21.4","0.0","366"
"","Gujarat","12993","90","292.6","43.1","-3.2","504"
"","MP","6308","486","142.4","83.6","1.2","360"
"","Maharashtra","17027","434","377.7","101.5","-1.9","683"
"","Goa","379","0","7.5","6.0","1.1","35"
"","DD","274","0","6.2","5.6","0.6","21"
"","DNH","684","0","15.8","15.4","0.4","43"
"","Essar steel","307","2","4.6","5.1","-0.4","11"
"SR","Andhra Pradesh","5514","400","125.2","33.8","2.3","473"
"","Telangana","5120","1000","115.7","62.9","4.0","506"
"","Karnataka","7613","500","156.6","29.8","0.4","320"
"","Kerala","3101","150","59.2","31.2","1.8","209"
"","Tamil Nadu","12678","0","273.3","86.1","-4.8","224"
"","Pondy","327","0","6.7","7.1","-0.4","32"
"ER","Bihar","2337","100","47.5","46.1","1.4","400"
"","DVC","2516","0","58.0","-16.9","-1.8","180"
"","Jharkhand","1013","0","20.4","12.2","-0.7","50"
"","Odisha","3680","150","66.6","31.3","-4.4","200"
"","West Bengal","7089","0","134.5","36.8","-8.0","100"
"","Sikkim","88","0","1.0","1.5","-0.4","21"
"NER","Arunachal Pradesh","90","5","1.6","1.7","0.0","15"
"","Assam","1130","253","26.4","17.0","2.9","133"
"","Manipur","118","2","1.6","2.5","-0.9","9"
"","Meghalaya","266","9","4.0","0.9","-0.5","23"
"","Mizoram","76","2","1.2","1.3","-0.3","22"
"","Nagaland","104","6","1.6","1.8","-0.4","21"
"","Tripura","230","6","2.3","1.6","-0.4","60"
