"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9535","0","215.9","98.2","0.8","148"
"","Haryana","8884","0","191.0","133.7","-1.4","202"
"","Rajasthan","10290","417","232.6","83.6","3.9","296"
"","Delhi","5078","0","105.5","89.2","-1.1","79"
"","UP","12041","3475","292.6","137.9","8.4","794"
"","Uttarakhand","1941","0","40.1","19.8","0.2","190"
"","HP","1266","0","26.0","8.4","-0.6","111"
"","J&K","1939","485","38.1","21.6","1.0","179"
"","Chandigarh","285","0","5.7","5.6","0.3","57"
"WR","Chhattisgarh","3680","7","86.8","38.5","3.8","471"
"","Gujarat","14976","0","335.7","65.9","-3.6","233"
"","MP","8606","0","190.6","96.9","-4.1","0"
"","Maharashtra","17027","27","380.4","101.2","-3.8","410"
"","Goa","420","0","8.7","8.0","0.5","27"
"","DD","293","0","6.7","6.5","0.2","33"
"","DNH","712","0","16.6","16.3","0.3","40"
"","Essar steel","369","0","5.4","4.7","0.7","183"
"SR","Andhra Pradesh","5986","0","124.4","17.6","0.8","476"
"","Telangana","6123","0","135.4","93.3","-4.5","1559"
"","Karnataka","6207","1500","133.0","18.1","4.4","894"
"","Kerala","3350","125","62.6","33.1","2.3","318"
"","Tamil Nadu","13531","0","285.2","91.4","3.4","601"
"","Pondy","329","0","7.0","6.9","0.0","26"
"ER","Bihar","3100","250","65.7","64.2","-0.1","150"
"","DVC","2614","165","62.0","-17.1","-0.8","140"
"","Jharkhand","1118","46","24.1","15.4","0.9","170"
"","Odisha","3318","400","67.2","16.2","2.6","100"
"","West Bengal","7287","15","154.8","64.9","-1.7","100"
"","Sikkim","87","0","1.3","0.9","0.5","40"
"NER","Arunachal Pradesh","103","1","1.6","2.1","-0.5","60"
"","Assam","1299","156","25.9","17.0","2.3","221"
"","Manipur","141","1","2.0","2.2","-0.2","40"
"","Meghalaya","264","0","5.3","-1.4","0.4","64"
"","Mizoram","75","1","1.1","1.2","-0.2","12"
"","Nagaland","101","5","1.6","1.7","-0.2","20"
"","Tripura","215","36","3.2","1.5","-0.4","51"
