"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6172","0","130.4","50.4","-0.5","127","0.0"
"","Haryana","7512","163","154.7","85.7","3.0","694","1.4"
"","Rajasthan","9796","0","190.5","61.1","0.4","250","0.0"
"","Delhi","4132","0","87.0","68.1","-2.0","82","0.0"
"","UP","17670","0","359.8","163.8","-1.1","260","0.0"
"","Uttarakhand","1796","0","35.6","13.5","0.4","162","0.0"
"","HP","1268","0","27.5","12.5","1.0","178","0.0"
"","J&K","2105","526","39.7","32.4","-1.2","78","9.4"
"","Chandigarh","198","0","3.8","4.4","-0.6","0","0.0"
"WR","Chhattisgarh","3687","0","84.1","23.7","-1.8","64","0.0"
"","Gujarat","14951","0","333.3","117.7","3.3","433","0.0"
"","MP","9524","0","211.9","142.1","0.9","345","0.0"
"","Maharashtra","18381","0","402.9","121.6","-2.4","308","0.0"
"","Goa","462","0","9.4","9.4","0.0","42","0.0"
"","DD","335","0","7.5","6.7","0.8","90","0.0"
"","DNH","777","0","17.6","16.6","1.0","126","0.0"
"","Essar steel","510","0","9.4","9.3","0.1","166","0.0"
"SR","Andhra Pradesh","6805","0","146.0","37.6","1.2","444","0.0"
"","Telangana","6963","0","152.1","40.9","1.2","396","0.0"
"","Karnataka","7398","0","141.0","38.5","1.8","430","0.0"
"","Kerala","3303","0","63.4","45.3","1.0","174","0.0"
"","Tamil Nadu","11654","0","250.0","115.0","2.4","489","0.0"
"","Pondy","312","0","6.6","6.9","-0.3","19","0.0"
"ER","Bihar","4570","0","82.4","76.5","-2.5","250","0.0"
"","DVC","2904","0","67.6","-19.9","3.0","280","0.0"
"","Jharkhand","2753","0","23.5","16.4","1.2","180","0.0"
"","Odisha","4244","0","85.7","39.7","3.7","330","0.0"
"","West Bengal","8266","0","151.5","50.5","1.5","456","0.0"
"","Sikkim","92","0","1.2","1.1","0.0","21","0.0"
"NER","Arunachal Pradesh","126","0","2.5","2.2","0.3","7","0.0"
"","Assam","1720","40","30.7","23.1","2.2","141","0.5"
"","Manipur","169","0","2.2","2.3","-0.1","20","0.1"
"","Meghalaya","257","0","5.1","-0.8","0.5","126","0.0"
"","Mizoram","82","2","1.3","1.2","0.0","15","0.0"
"","Nagaland","112","2","2.3","1.8","0.0","23","0.1"
"","Tripura","267","1","4.9","3.7","1.0","90","0.0"
