"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4798","0","98.5","49.6","0.1","159"
"","Haryana","5118","0","94.8","66.4","-1.9","173"
"","Rajasthan","7259","0","152.3","31.9","-0.1","183"
"","Delhi","3275","26","66.8","55.6","-1.6","141"
"","UP","11392","2240","244.3","113.4","-0.5","251"
"","Uttarakhand","1528","75","31.5","19.7","0.9","160"
"","HP","1270","0","24.2","11.6","0.8","160"
"","J&K","1616","100","31.6","22.7","-3.9","0"
"","Chandigarh","182","0","3.6","3.3","0.3","15"
"WR","Chhattisgarh","3171","51","78.4","23.0","0.0","231"
"","Gujarat","12215","0","274.2","46.0","0.0","285"
"","MP","6998","5","152.1","69.7","-0.3","200"
"","Maharashtra","19002","39","411.2","118.9","5.8","500"
"","Goa","417","0","8.8","7.4","0.7","139"
"","DD","270","0","6.2","6.3","-0.2","15"
"","DNH","644","0","15.1","14.8","0.2","152"
"","Essar steel","475","0","10.2","10.5","-0.3","15"
"SR","Andhra Pradesh","11763","800","269.7","93.3","0.5","460"
"","Karnataka","8758","200","185.6","35.4","0.8","287"
"","Kerala","3508","75","64.2","31.9","1.5","289"
"","Tamil Nadu","12398","735","285.2","99.9","5.4","353"
"","Pondy","335","0","6.9","7.2","-0.3","26"
"ER","Bihar","2503","150","47.2","44.9","2.3","230"
"","DVC","2397","100","56.6","-10.3","1.1","190"
"","Jharkhand","900","0","19.7","9.2","-1.1","50"
"","Odisha","3646","0","74.8","19.9","-2.2","145"
"","West Bengal","7457","62","150.6","54.2","-1.4","200"
"","Sikkim","96","0","1.2","1.5","-0.3","18"
"NER","Arunachal Pradesh","97","3","1.3","1.1","0.3","53"
"","Assam","1155","80","17.6","11.2","2.3","160"
"","Manipur","101","7","1.4","1.4","0.0","48"
"","Meghalaya","258","7","3.6","3.4","-0.5","71"
"","Mizoram","62","3","0.9","0.9","-0.2","19"
"","Nagaland","96","4","1.6","1.5","-0.2","78"
"","Tripura","200","2","2.5","0.4","0.0","94"
