"","NR","WR","SR","ER","NER"
"Schedule(MU)","144.3","-128.3","44.9","-70.2","8.1"
"Actual(MU)","136.5","-133.4","51.6","-67.9","8.1"
"O/D/U/D(MU)","-7.8","-5.1","6.7","2.3","0.0"
