"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9566","0","215.5","119.6","0.5","160"
"","Haryana","8189","59","168.0","139.7","-2.1","203"
"","Rajasthan","8329","0","184.6","68.1","0.3","174"
"","Delhi","4832","5","99.5","82.0","-0.4","183"
"","UP","14604","0","324.7","143.3","0.8","323"
"","Uttarakhand","1775","0","35.0","15.1","1.2","277"
"","HP","1242","20","26.7","0.8","1.0","136"
"","J&K","1919","480","37.8","17.2","-1.4","211"
"","Chandigarh","306","0","6.1","6.1","0.0","41"
"WR","Chhattisgarh","3482","0","80.8","32.3","0.9","252"
"","Gujarat","12791","0","286.6","73.8","-0.2","810"
"","MP","7150","0","149.0","55.3","-0.9","344"
"","Maharashtra","19334","0","410.9","111.1","6.4","513"
"","Goa","311","0","6.5","7.1","-1.1","116"
"","DD","317","0","6.7","6.2","0.5","70"
"","DNH","737","0","16.7","17.0","-0.3","17"
"","Essar steel","499","0","10.7","11.6","-0.9","92"
"SR","Andhra Pradesh","6825","0","154.9","12.9","1.5","887"
"","Telangana","7414","0","163.8","108.8","3.6","349"
"","Karnataka","9135","600","190.0","77.0","3.4","755"
"","Kerala","3466","0","65.6","42.8","1.0","164"
"","Tamil Nadu","13350","0","285.4","115.1","-2.0","1281"
"","Pondy","327","0","6.6","6.8","-0.2","31"
"ER","Bihar","3370","0","66.3","66.3","-0.7","280"
"","DVC","2883","0","58.2","-24.4","-0.4","210"
"","Jharkhand","1112","0","21.0","13.7","0.2","160"
"","Odisha","3839","0","71.4","18.6","-2.4","350"
"","West Bengal","7445","0","134.1","39.0","-0.6","250"
"","Sikkim","80","0","1.1","1.4","-0.3","30"
"NER","Arunachal Pradesh","127","1","2.2","2.0","0.1","20"
"","Assam","1546","20","30.0","20.6","4.6","258"
"","Manipur","125","2","2.0","2.0","0.0","40"
"","Meghalaya","242","0","4.6","0.5","0.2","18"
"","Mizoram","68","2","1.2","1.1","0.1","15"
"","Nagaland","104","1","1.8","1.7","0.0","29"
"","Tripura","246","0","4.1","3.5","1.0","38"
