"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","48001","39879","34826","17663","2452","142821"
"Peak Shortage (MW)","874","39","0","0","93","1006"
"Energy Met (MU)","1068","906","800","363","43","3181"
"Hydro Gen(MU)","324","99","45","82","21","572"
"Wind Gen(MU)","41","86","92","----------","----------","219"
