"","NR","WR","SR","ER","NER","All India"
"Coal","558","1226","536","469","12","2801"
"Lignite","21","13","45","0","0","79"
"Hydro","242","56","66","73","15","451"
"Nuclear","28","31","36","0","0","95"
"Gas, Naptha & Diesel","37","59","16","0","28","140"
"RES (Wind, Solar, Biomass & Others)","71","106","221","1","0","399"
"Total","956","1489","921","543","55","3964"
