"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","140.2","-126.7","58.3","-72.7","0.3","-0.5"
"Actual(MU)","145.7","-143.6","68.1","-69.9","2.6","3.0"
"O/D/U/D(MU)","5.5","-16.9","9.8","2.8","2.3","3.5"
