"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","4.30","17.40","26.20","47.90","39.80","12.30"
"SR GRID","0.00","4.30","17.40","26.20","47.90","39.80","B. Frequency Profile (%)12.30"
