"Share of RES in total generation (%)","8.93","7.35","20.67","0.18","0.09","9.81"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","25.70","11.78","33.02","5.30","16.68","19.33"
