"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4527","0","90.8","52.2","1.5","198"
"","Haryana","5906","0","102.6","47.9","-0.2","213"
"","Rajasthan","9200","0","200.9","67.0","2.7","537"
"","Delhi","3204","1","59.9","42.4","-1.8","283"
"","UP","9297","3365","220.1","90.8","-0.4","312"
"","Uttarakhand","1740","150","33.8","21.6","3.9","242"
"","HP","1306","0","24.4","17.6","0.2","107"
"","J&K","1880","0","38.9","28.5","2.2","244"
"","Chandigarh","180","0","3.4","3.3","0.0","13"
"WR","Chhattisgarh","2981","18","63.1","12.4","-0.5","408"
"","Gujarat","12680","0","285.9","53.9","-0.3","463"
"","MP","9331","0","207.3","123.7","-1.3","288"
"","Maharashtra","19356","836","413.6","120.7","-0.3","582"
"","Goa","410","0","8.3","7.1","0.8","54"
"","DD","272","0","6.1","6.1","0.0","22"
"","DNH","626","0","16.9","14.4","2.4","63"
"","Essar steel","380","0","8.0","7.7","0.3","58"
"SR","Andhra Pradesh","5696","200","129.6","29.6","2.7","380"
"","Telangana","5601","400","124.2","64.3","2.4","251"
"","Karnataka","7773","800","166.8","19.0","2.4","442"
"","Kerala","3171","150","59.6","31.6","1.6","210"
"","Tamil Nadu","11247","1182","245.9","76.7","2.8","541"
"","Pondy","305","0","6.0","5.8","0.1","34"
"ER","Bihar","2698","150","50.5","48.3","0.2","260"
"","DVC","2614","60","56.9","-15.9","0.3","240"
"","Jharkhand","919","87","20.1","10.7","-0.8","90"
"","Odisha","3510","100","66.7","22.7","2.9","335"
"","West Bengal","6753","0","124.3","24.9","2.7","360"
"","Sikkim","99","0","1.3","1.2","0.2","26"
"NER","Arunachal Pradesh","106","0","1.8","1.5","0.3","41"
"","Assam","1180","70","20.4","14.2","1.2","261"
"","Manipur","130","3","2.4","2.2","0.2","49"
"","Meghalaya","283","2","4.3","4.1","-0.7","34"
"","Mizoram","72","2","1.2","1.1","0.1","18"
"","Nagaland","110","0","2.0","1.3","0.2","39"
"","Tripura","203","5","2.6","1.0","-0.5","46"
