"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","30758","35576","33649","14455","2054","116492"
"Peak Shortage (MW)","1197","250","1267","110","165","2989"
"Energy Met (MU)","592","752","783","330","38","2494"
"Hydro Gen(MU)","129","36","66","20","6","257"
"Wind Gen(MU)","2","24","14","----------","----------","41"
