"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","1.13","2.55","13.65","17.33","45.58","37.09"
"SR GRID","0.00","1.13","2.55","13.65","17.33","45.58","B. Frequency Profile (%)37.09"
