"Share of RES in total generation (%)","8.52","5.53","15.73","0.20","0.10","7.92"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","33.60","10.84","27.16","11.20","9.12","19.92"
