"","NR","WR","SR","ER","NER"
"Schedule(MU)","105.1","-65.0","24.1","-73.7","6.4"
"Actual(MU)","102.6","-84.0","24.9","-58.0","9.6"
"O/D/U/D(MU)","-2.5","-19.0","0.8","15.7","3.2"
