"","NR","WR","SR","ER","NER"
"Schedule(MU)","115.1","-96.8","44.0","-70.8","3.2"
"Actual(MU)","86.1","-75.0","45.1","-55.5","-1.0"
"O/D/U/D(MU)","-29.0","21.9","1.1","15.3","-4.2"
