"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5114","0","94.0","35.1","2.1","214"
"","Haryana","5407","0","101.9","65.6","-0.8","263"
"","Rajasthan","9787","28","194.9","86.0","-1.3","89"
"","Delhi","3522","0","62.7","42.7","-1.4","196"
"","UP","9791","1510","222.9","85.5","-1.3","166"
"","Uttarakhand","1770","40","33.5","22.7","1.2","364"
"","HP","1305","0","23.7","18.0","0.6","118"
"","J&K","1864","100","39.9","32.5","1.3","185"
"","Chandigarh","208","0","3.6","3.3","0.3","36"
"WR","Chhattisgarh","2952","31","69.1","15.3","0.0","350"
"","Gujarat","10544","18","233.4","48.6","-2.5","357"
"","MP","8386","21","166.0","80.5","0.6","329"
"","Maharashtra","17599","187","368.9","109.4","2.2","430"
"","Goa","401","1","7.8","7.1","0.2","73"
"","DD","236","1","5.8","5.3","0.4","57"
"","DNH","609","2","14.4","14.4","0.0","56"
"","Essar steel","392","1","8.0","8.2","0.0","26"
"SR","Andhra Pradesh","12093","300","265.0","88.6","8.0","558"
"","Karnataka","8903","500","192.1","15.1","1.1","214"
"","Kerala","3413","100","62.9","28.2","3.6","245"
"","Tamil Nadu","11392","1377","252.0","87.9","4.2","454"
"","Pondy","315","0","6.1","6.0","0.2","32"
"ER","Bihar","2030","550","41.4","38.8","0.0","160"
"","DVC","2581","0","57.1","-23.1","-0.8","300"
"","Jharkhand","1053","0","21.6","11.0","-0.6","80"
"","Odisha","3579","0","62.6","6.8","0.2","260"
"","West Bengal","5893","4","101.2","18.3","2.3","310"
"","Sikkim","105","0","1.4","1.3","0.2","30"
"NER","Arunachal Pradesh","114","1","1.6","1.7","-0.1","34"
"","Assam","1002","170","17.4","11.4","1.0","161"
"","Manipur","124","1","1.6","1.6","0.0","29"
"","Meghalaya","284","1","4.7","3.1","0.2","69"
"","Mizoram","74","1","1.1","1.0","-0.1","18"
"","Nagaland","104","1","1.5","1.6","-0.3","22"
"","Tripura","198","0","3.0","-0.7","1.2","102"
