"","NR","WR","SR","ER","NER"
"Schedule(MU)","141.4","-107.1","39.0","-80.5","7.0"
"Actual(MU)","155.4","-131.4","45.3","-81.7","9.2"
"O/D/U/D(MU)","14.0","-24.3","6.3","-1.2","2.2"
