"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","40618","44301","36199","17021","2272","140411"
"Peak Shortage (MW)","514","112","0","0","65","691"
"Energy Met (MU)","801","984","831","324","39","2978"
"Hydro Gen(MU)","112","45","41","21","11","230"
"Wind Gen(MU)","8","42","22","----------","----------","72"
"Solar Gen (MU)*","0.86","11.71","13.10","0.04","0.02","26"
