"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9673","280","219.9","123.9","-0.3","127"
"","Haryana","8025","36","175.6","114.1","-1.5","163"
"","Rajasthan","9137","50","198.7","49.2","3.9","364"
"","Delhi","5411","0","110.5","83.9","-0.6","233"
"","UP","11209","1985","255.5","110.5","4.0","378"
"","Uttarakhand","1693","60","36.1","11.8","1.8","217"
"","HP","1221","0","26.5","0.8","0.6","60"
"","J&K","1756","100","33.4","16.5","2.1","246"
"","Chandigarh","341","0","6.5","5.5","1.0","77"
"WR","Chhattisgarh","3051","75","74.3","23.1","1.2","366"
"","Gujarat","13343","73","297.1","41.4","-4.7","149"
"","MP","6156","697","138.8","78.9","2.8","461"
"","Maharashtra","18123","206","393.2","115.3","-2.0","398"
"","Goa","349","3","7.7","6.8","0.4","28"
"","DD","276","2","6.3","5.9","0.4","66"
"","DNH","678","6","15.7","15.4","0.3","48"
"","Essar steel","286","2","5.9","7.6","-1.7","11"
"SR","Andhra Pradesh","5604","450","124.9","30.4","1.3","288"
"","Telangana","5047","400","114.9","60.7","2.7","437"
"","Karnataka","7381","400","156.3","27.6","-0.3","501"
"","Kerala","3218","150","59.2","29.0","1.8","248"
"","Tamil Nadu","13051","0","277.3","86.0","0.2","344"
"","Pondy","334","0","6.8","7.1","-0.3","56"
"ER","Bihar","2223","200","45.1","43.5","1.6","80"
"","DVC","2484","0","60.6","-17.1","3.4","200"
"","Jharkhand","1025","0","19.4","11.6","-1.0","50"
"","Odisha","3092","200","68.0","24.2","2.5","380"
"","West Bengal","6842","35","144.2","43.9","-2.6","0"
"","Sikkim","85","0","1.3","0.9","0.4","17"
"NER","Arunachal Pradesh","84","15","1.6","2.1","-0.6","19"
"","Assam","1110","289","25.1","15.9","4.1","201"
"","Manipur","119","7","1.6","2.4","-0.8","21"
"","Meghalaya","267","37","3.5","1.0","-0.8","67"
"","Mizoram","76","2","1.2","1.3","-0.3","12"
"","Nagaland","102","11","1.7","1.7","-0.2","20"
"","Tripura","221","40","3.1","1.8","-0.8","58"
