"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","646","1087","465","428","10","2636"
"Hydro","333","15","67","88","24","528"
"Nuclear","27","30","45","0","0","102"
"Gas, Naptha & Diesel","41","50","22","0","24","137"
"RES (Wind, Solar, Biomass & Others)","60","121","301","1","0","483"
"Total","1108","1302","900","518","58","3886"
