"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5175","0","91.8","28.6","0.1","143","0.0"
"","Haryana","6374","37","114.4","55.2","1.9","323","0.1"
"","Rajasthan","9971","509","198.0","53.0","3.2","459","2.5"
"","Delhi","3901","0","66.6","48.7","0.6","304","0.0"
"","UP","13040","600","272.9","90.5","1.0","535","5.0"
"","Uttarakhand","1905","0","35.2","17.8","0.8","228","0.9"
"","HP","1530","0","27.8","21.6","0.7","173","0.0"
"","J&K","2059","515","40.9","40.6","-4.6","63","9.7"
"","Chandigarh","218","0","3.6","3.6","0.1","39","0.0"
"WR","Chhattisgarh","3392","0","73.8","6.0","1.2","36","0.0"
"","Gujarat","14079","0","298.0","69.9","2.8","701","0.0"
"","MP","12139","0","232.7","136.0","-1.6","379","0.0"
"","Maharashtra","19723","0","413.5","128.9","-0.7","538","0.0"
"","Goa","399","0","9.2","8.7","-0.1","52","0.0"
"","DD","315","0","7.0","6.5","0.5","64","0.0"
"","DNH","743","0","17.4","17.0","0.4","48","0.0"
"","Essar steel","554","0","11.3","11.5","-0.1","123","0.0"
"SR","Andhra Pradesh","7956","0","163.8","71.2","-0.9","481","0.3"
"","Telangana","8399","0","166.1","66.5","-0.4","302","0.3"
"","Karnataka","9948","0","200.9","84.7","-1.3","425","0.4"
"","Kerala","3593","0","67.2","49.9","0.9","260","0.1"
"","Tamil Nadu","13850","0","292.4","157.0","2.2","457","0.6"
"","Pondy","329","0","7.0","7.5","-0.5","22","0.0"
"ER","Bihar","3793","0","63.6","57.2","-0.1","160","0.0"
"","DVC","2816","0","65.0","-35.1","-0.8","180","0.0"
"","Jharkhand","1010","0","23.4","12.9","0.7","45","0.0"
"","Odisha","3688","0","67.5","24.5","3.6","220","0.9"
"","West Bengal","6704","0","111.1","25.2","1.1","225","0.0"
"","Sikkim","105","0","1.6","1.6","0.1","9","0.0"
"NER","Arunachal Pradesh","124","5","2.3","1.9","0.4","21","0.1"
"","Assam","1433","25","22.9","17.5","1.4","84","0.3"
"","Manipur","170","6","2.5","2.7","-0.2","3","0.1"
"","Meghalaya","312","0","6.1","2.6","0.0","27","0.0"
"","Mizoram","91","5","1.6","1.3","0.2","10","0.1"
"","Nagaland","121","6","2.3","1.7","0.1","33","0.1"
"","Tripura","223","3","3.3","2.0","-0.4","55","0.0"
