"Share of RES in total generation (%)","5.67","3.39","16.16","0.35","0.05","6.41"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","42.84","14.85","44.03","27.26","44.77","30.86"
