"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","294.4","-255.2","48.7","-82.6","-4.8","0.6"
"Actual(MU)","263.0","-249.2","70.6","-81.9","-6.5","-4.0"
"O/D/U/D(MU)","-31.4","6.0","21.9","0.6","-1.7","-4.6"
