"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","107.9","-189.7","151.3","-69.5","-1.8","-1.9"
"Actual(MU)","96.0","-185.4","178.9","-78.9","-0.8","9.9"
"O/D/U/D(MU)","-11.8","4.3","27.6","-9.4","1.1","11.8"
