"Share of RES in total generation (%)","7.73","4.89","15.65","0.20","0.05","7.45"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","33.55","9.03","28.79","7.63","11.89","19.11"
