"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6214","0","131.3","70.5","2.2","424"
"","Haryana","5210","0","95.9","86.4","-8.4","293"
"","Rajasthan","9224","0","196.4","51.2","0.8","380"
"","Delhi","4594","0","93.8","75.8","-2.3","165"
"","UP","10703","740","202.8","120.5","-15.1","802"
"","Uttarakhand","1666","0","26.6","16.9","1.3","241"
"","HP","1045","0","21.9","9.1","-2.3","93"
"","J&K","1765","441","37.2","16.2","-0.1","270"
"","Chandigarh","213","0","4.4","4.8","0.3","7"
"WR","Chhattisgarh","3169","0","69.9","23.8","-0.8","666"
"","Gujarat","13740","14","304.5","56.3","2.7","440"
"","MP","6773","0","148.9","96.4","-2.0","278"
"","Maharashtra","18319","0","419.9","139.9","-1.3","745"
"","Goa","418","0","9.5","7.8","1.3","69"
"","DD","297","0","6.6","6.4","0.2","34"
"","DNH","724","0","16.5","17.1","-0.6","6"
"","Essar steel","504","0","10.3","10.1","0.1","164"
"SR","Andhra Pradesh","6308","0","133.3","6.9","0.6","549"
"","Telangana","5618","0","127.3","71.4","-0.4","208"
"","Karnataka","7283","200","166.1","58.4","4.8","437"
"","Kerala","3228","0","74.3","48.3","2.3","248"
"","Tamil Nadu","12703","0","280.1","126.3","9.2","699"
"","Pondy","321","0","7.0","7.3","-0.3","8"
"ER","Bihar","3113","0","50.9","54.3","-6.4","290"
"","DVC","2671","0","58.0","-22.0","3.9","280"
"","Jharkhand","984","0","18.5","13.5","0.8","240"
"","Odisha","4215","0","77.9","29.9","3.1","320"
"","West Bengal","7156","0","137.9","29.8","3.4","510"
"","Sikkim","84","0","1.5","1.2","0.2","12"
"NER","Arunachal Pradesh","106","3","1.6","1.9","-0.3","90"
"","Assam","1363","96","25.8","19.0","2.7","182"
"","Manipur","135","6","1.8","1.7","0.1","38"
"","Meghalaya","248","0","5.2","0.8","0.3","62"
"","Mizoram","67","2","1.1","1.0","0.0","28"
"","Nagaland","107","3","1.4","1.7","-0.4","37"
"","Tripura","224","2","3.3","2.9","0.4","31"
