"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.83","1.81","16.53","19.17","65.49","15.35"
"SR GRID","0.00","0.83","1.81","16.53","19.17","65.49","B. Frequency Profile (%)15.35"
