"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","26.06","34.11","30.66","90.82","8.60","0.58"
"SR GRID","0.00","26.06","34.11","30.66","90.82","8.60","B. Frequency Profile (%)0.58"
