"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","1.3","7.6","1.3","92.7","6.0"
"SR GRID","0.0","0.0","2.2","11.0","2.2","93.0","4.8"
